Station ID	Date time	PM2.5	PM10	NO2	CO	SO2
1585	18/5/2021 9:00 AM			5	3	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	18/5/2021 9:00 AM	105	91	1		2
8767	19/5/2021 2:00 PM	85				
8688	19/5/2021 3:00 PM	55				
8641	19/5/2021 2:00 PM	93		6.4	0.1	4.1
13012	19/5/2021 3:00 PM	11	12	8	2	12
12488	19/5/2021 3:00 PM				3	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	19/5/2021 3:00 PM	50	55	5	2	7
13250	13/5/2021 6:00 PM	2	1	1	35	55
5507	29/4/2021 5:00 PM					
11778	19/5/2021 1:00 PM	5	5	3	2	1
12958	19/5/2021 3:00 PM	46	50	5	1	18
12957	13/5/2021 5:00 PM	51	40	1	6	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	19/5/2021 2:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	19/5/2021 3:00 PM	100	142	1		2
8767	20/5/2021 1:00 PM	53				
8688	20/5/2021 1:00 PM	57				
8641	20/5/2021 2:00 PM	85		7.4	0.1	4.1
13012	20/5/2021 2:00 PM	15	14	8	2	12
12488	20/5/2021 2:00 PM				4	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	20/5/2021 11:00 AM	53	57	9	2	7
13250	20/5/2021 2:00 PM	2	1	6	34	53
5507	29/4/2021 5:00 PM					
11778	20/5/2021 12:00 PM	7	6	3	3	1
12958	20/5/2021 11:00 AM	60	57	5	1	10
12957	20/5/2021 12:00 PM	56	44	2	7	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	20/5/2021 2:00 PM			4	2	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	20/5/2021 2:00 PM	75	83	1		1
8767	21/5/2021 3:00 PM	57				
8688	21/5/2021 4:00 PM	48				
8641	21/5/2021 4:00 PM	102		6.4	0.1	4.6
13012	21/5/2021 4:00 PM	36	31	14	4	12
12488	21/5/2021 4:00 PM				3	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	20/5/2021 4:00 PM	63	69	13	3	7
13250	21/5/2021 4:00 PM	2	1	2	34	52
5507	29/4/2021 5:00 PM		99.5			
11778	21/5/2021 2:00 PM	6	6	3	4	1
12958	20/5/2021 4:00 PM	74	69	12	2	20
12957	20/5/2021 4:00 PM	66	51	1	6	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	21/5/2021 4:00 PM	25	21	11	1	25
1585	21/5/2021 3:00 PM			5	2	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	21/5/2021 4:00 PM	79	97	1		1
8767	24/5/2021 9:00 AM	57				
8688	24/5/2021 9:00 AM	57				
8641	24/5/2021 10:00 AM	78		6.9	0.1	4.6
13012	24/5/2021 10:00 AM	22	27	10	3	13
12488	24/5/2021 10:00 AM				10	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	24/5/2021 9:00 AM	95	57	8	5	7
13250	24/5/2021 8:00 AM	27	26	2	45	52
5507	29/4/2021 5:00 PM		99.5			
11778	24/5/2021 8:00 AM	7	9	8	7	1
12958	24/5/2021 9:00 AM	29	38	2	2	1
12957	24/5/2021 10:00 AM	43	33	2	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	24/5/2021 10:00 AM	49	31	10	6	25
1585	24/5/2021 9:00 AM			3	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	24/5/2021 10:00 AM	56	69	1		1
8767	26/5/2021 8:00 AM	46				
8688	26/5/2021 8:00 AM	90				
8641	26/5/2021 8:00 AM	159		7.4	0.2	5.1
13012	26/5/2021 8:00 AM	17	17	8	3	14
12488	26/5/2021 8:00 AM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	26/5/2021 8:00 AM	68	46	5	5	8
13250	26/5/2021 8:00 AM	27	1	3	40	56
5507	29/4/2021 5:00 PM		99.5			
11778	26/5/2021 7:00 AM	2	3	5	10	7
12958	26/5/2021 9:00 AM	66	55	19	4	1
12957	26/5/2021 9:00 AM	79	51	4	5	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	26/5/2021 9:00 AM	43	31	11	7	26
1585	26/5/2021 9:00 AM			8	8	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	26/5/2021 8:00 AM	88	89	1		1
8767	28/5/2021 8:00 AM	63				
8688	28/5/2021 7:00 AM	72				
8641	28/5/2021 7:00 AM	97		6.9	0.2	5.1
13012	28/5/2021 7:00 AM	19	15	10	4	14
12488	28/5/2021 7:00 AM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	28/5/2021 7:00 AM	59	43	7	3	8
13250	28/5/2021 7:00 AM	27	1	1	42	84
5507	29/4/2021 5:00 PM		99.5			
11778	28/5/2021 6:00 AM	2	3	4	13	1
12958	28/5/2021 8:00 AM	39	52	9	2	1
12957	28/5/2021 7:00 AM	46	37	6	7	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	28/5/2021 7:00 AM	56	37	10	5	27
1585	28/5/2021 8:00 AM			7	6	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	28/5/2021 7:00 AM	70	65	1		1
8767	30/5/2021 12:00 PM	53				
8688	30/5/2021 1:00 PM	54				
8641	30/5/2021 1:00 PM	102		6.9	0.1	4.6
13012	30/5/2021 1:00 PM	20	18	4	1	12
12488	30/5/2021 1:00 PM				3	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	30/5/2021 1:00 PM	40	37	6	1	11
13250	30/5/2021 1:00 PM	27	1	2	37	53
5507	29/4/2021 5:00 PM		99.5			
11778	30/5/2021 11:00 AM	8	10	25	11	2
12958	30/5/2021 1:00 PM	58	58	7	1	9
12957	30/5/2021 1:00 PM	65	53	2	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	30/5/2021 1:00 PM	45	33	11	1	24
1585	30/5/2021 12:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	30/5/2021 1:00 PM	65	71	1		1
8767	12/6/2021 12:00	46				
8688	12/6/2021 13:00	65				
8641	12/6/2021 13:00	65		7.4	0.1	5.1
13012	12/6/2021 13:00	6	5	3	1	14
12488	12/6/2021 13:00				11	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	12/6/2021 13:00	52	39	7	1	8
13250	12/6/2021 13:00	99.5	191	1	43	52
5507	12/6/2021 13:00		0.5			
11778	12/6/2021 12:00	12	16	2	12	5
12958	12/6/2021 13:00	47	40	5	1	8
12957	12/6/2021 13:00	57	42	2	6	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	12/6/2021 13:00	26	20	10	4	29
1585	12/6/2021 13:00			2	2	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	12/6/2021 13:00	52	61			2
8767	13/6/2021 8:00 AM	68				
8688	13/6/2021 8:00 AM	61				
8641	13/6/2021 8:00 AM	21		6.4	0.1	5.1
13012	13/6/2021 12:00 AM	6	5	2	1	14
12488	13/6/2021 8:00 AM				8	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	13/6/2021 8:00 AM	13	13	4	1	9
13250	13/6/2021 6:00 AM	2.6	16	1	45	52
5507	13/6/2021 8:00 AM		3.8			
11778	13/6/2021 7:00 AM	13	14	9	9	5
12958	13/6/2021 7:00 AM	8	14	3	1	2
12957	13/6/2021 8:00 AM	9	12	3	6	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	13/6/2021 8:00 AM			11	9	28
1585	13/6/2021 8:00 AM			8	7	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	13/6/2021 8:00 AM	53	55			2
8767	14/6/2021 1:00 PM	38				
8688	14/6/2021 1:00 PM	38				
8641	14/6/2021 1:00 PM	53		7.4	0.1	5.6
13012	14/6/2021 2:00 PM	14	14	3	2	13
12488	14/6/2021 2:00 PM				4	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	14/6/2021 1:00 PM	18	22	6	1	9
13250	14/6/2021 2:00 PM	0.5	16	1	39	52
5507	14/6/2021 2:00 PM		3.8			
11778	14/6/2021 12:00 PM	18	20	2	12	3
12958	14/6/2021 1:00 PM	22	48	4	1	7
12957	14/6/2021 2:00 PM	13	13	1	6	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	14/6/2021 2:00 PM			11	3	28
1585	14/6/2021 1:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	14/6/2021 2:00 PM	41	53			2
8767	21/6/2021 9:00 AM	42				
8688	19/6/2021 7:00 AM	38				
8641	21/6/2021 9:00 AM	59		6.4	0.1	3.6
13012	21/6/2021 10:00 AM	24	24	6	3	14
12488	21/6/2021 10:00 AM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	21/6/2021 9:00 AM	52	46	7	2	9
13250	21/6/2021 9:00 AM	0.5	8	2	38	52
5507	21/6/2021 9:00 AM					
11778	21/6/2021 6:00 AM	38	52	12	26	32
12958	21/6/2021 9:00 AM	79	73	14	2	1
12957	21/6/2021 10:00 AM	94	65	6	7	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	21/6/2021 10:00 AM			11	6	38
1585	15/6/2021 9:00 PM			11	5	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	21/6/2021 10:00 AM	135	122	1		2
8767	22/6/2021 7:00 AM	42				
8688	22/6/2021 7:00 AM	48				
8641	22/6/2021 8:00 AM	132		6.4	0.1	3.6
13012	22/6/2021 8:00 AM	24	22	9	4	14
12488	22/6/2021 8:00 AM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	22/6/2021 8:00 AM	65	55	7	3	9
13250	22/6/2021 8:00 AM	8	8	2	55	52
5507	22/6/2021 8:00 AM					
11778	22/6/2021 6:00 AM	44	56	20	40	32
12958	22/6/2021 8:00 AM	119	72	8	3	1
12957	22/6/2021 8:00 AM	92	59	9	9	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	22/6/2021 8:00 AM			11	4	42
1585	22/6/2021 7:00 AM			8	7	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	22/6/2021 8:00 AM	48	66	1		2
8767	23/6/2021 8:00 AM	46				
8688	23/6/2021 8:00 AM	70				
8641	23/6/2021 8:00 AM	68		6.4	0.2	3.6
13012	23/6/2021 8:00 AM	12	15	7	3	14
12488	23/6/2021 8:00 AM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	23/6/2021 8:00 AM	38	49	7	3	9
13250	23/6/2021 8:00 AM	8		2	36	52
5507	23/6/2021 8:00 AM					
11778	23/6/2021 7:00 AM	18	25	13	11	32
12958	23/6/2021 8:00 AM	42	55	14	3	1
12957	23/6/2021 8:00 AM	22	18	4	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	23/6/2021 8:00 AM			11	8	37
1585	23/6/2021 8:00 AM			14	7	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	23/6/2021 8:00 AM	45	53	1		2
8767	24/6/2021 9:00 AM	55				
8688	24/6/2021 9:00 AM	78				
8641	24/6/2021 9:00 AM	82		6.4	0.2	3.6
13012	24/6/2021 9:00 AM	15	16	6	3	14
12488	24/6/2021 9:00 AM				6	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	24/6/2021 9:00 AM	41	44	8	2	9
13250	24/6/2021 9:00 AM			1	53	53
5507	24/6/2021 9:00 AM					
11778	24/6/2021 8:00 AM	42	52	21	21	32
12958	24/6/2021 9:00 AM	63	74	22	2	1
12957	24/6/2021 9:00 AM	53	47	6	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	24/6/2021 9:00 AM			10	11	43
1585	24/6/2021 9:00 AM			10	4	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	24/6/2021 9:00 AM	25	21	1		2
8767	26/6/2021 4:00 PM	50				
8688	26/6/2021 4:00 PM	63				
8641	26/6/2021 4:00 PM	42		5.1	0.1	4.1
13012	26/6/2021 4:00 PM	20	18	6	2	13
12488	26/6/2021 4:00 PM				2	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	26/6/2021 4:00 PM	25	31	15	4	9
13250	26/6/2021 5:00 PM			1	36	52
5507	26/6/2021 4:00 PM					
11778	26/6/2021 2:00 PM	19	25	5	54	2
12958	26/6/2021 4:00 PM	26	28	3	1	1
12957	26/6/2021 4:00 PM	28	25	3	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	26/6/2021 4:00 PM	22	19	11	1	27
1585	26/6/2021 4:00 PM			3	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	26/6/2021 4:00 PM	63	124	1		2
8767	28/6/2021 1:00 PM	55				
8688	28/6/2021 1:00 PM	37				
8641	28/6/2021 1:00 PM	38		5.1	0.1	4.1
13012	28/6/2021 1:00 PM	22	22	3	2	13
12488	28/6/2021 1:00 PM				2	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	28/6/2021 1:00 PM	16	22	6	1	9
13250	28/6/2021 1:00 PM			1	36	53
5507	28/6/2021 1:00 PM					
11778	28/6/2021 11:00 AM	19	33	5	11	2
12958	28/6/2021 1:00 PM	29	36	4	1	3
12957	28/6/2021 1:00 PM	25	30	2	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	28/6/2021 1:00 PM	14	15	11	1	32
1585	27/6/2021 3:00 PM			5	3	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	28/6/2021 1:00 PM	75	89	1		2
8767	29/6/2021 8:00 AM	55				
8688	29/6/2021 8:00 AM	38				
8641	29/6/2021 8:00 AM	61		5.1	0.2	4.1
13012	29/6/2021 8:00 AM	18	19	8	3	14
12488	29/6/2021 8:00 AM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	28/6/2021 7:00 PM			2	36	53
5507	29/6/2021 8:00 AM					
11778	29/6/2021 6:00 AM	24	35	9	13	2
12958	29/6/2021 8:00 AM	48	60	10	1	1
12957	29/6/2021 8:00 AM	30	37	10	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	29/6/2021 8:00 AM	26	32	11	10	41
1585	27/6/2021 3:00 PM			5	3	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	29/6/2021 8:00 AM	50	54	1		2
8767	5/7/2021 15:00	30				
8688	5/7/2021 16:00	36				
8641	5/7/2021 16:00	53		5.1	0.2	4.1
13012	5/7/2021 16:00	15	16	8	3	14
12488	5/7/2021 16:00				3	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	5/7/2021 16:00			1	37	53
5507	5/7/2021 16:00			16		
11778	5/7/2021 15:00	10	15	5	15	2
12958	5/7/2021 16:00	38	52	4	1	2
12957	5/7/2021 16:00	23	20	1	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/7/2021 16:00	33	26	11	5	28
1585	5/7/2021 15:00			3	2	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	5/7/2021 16:00	61	64			1
8767	6/7/2021 8:00	76				
8688	6/7/2021 9:00	63				
8641	6/7/2021 9:00	55		5.1	0.2	4.6
13012	6/7/2021 9:00	12	14	6	2	15
12488	6/7/2021 9:00				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	6/7/2021 9:00			1	59	53
5507	6/7/2021 9:00			13		
11778	6/7/2021 7:00	24	37	8	1	2
12958	6/7/2021 9:00	59	66	14	2	5
12957	6/7/2021 9:00	59	51	10	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	6/7/2021 9:00	35	23	10	2	28
1585	6/7/2021 8:00			11	8	6
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	6/7/2021 9:00	90	98			1
8767	14/7/2021 10:00 AM	76				
8688	14/7/2021 10:00 AM	40				
8641	14/7/2021 10:00 AM	65		12.8	0.1	5.1
13012	14/7/2021 11:00 AM	11	10	2	1	14
12488	14/7/2021 11:00 AM				3	
13251	14/7/2021 9:00 AM	58	61	23	7	5
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	14/7/2021 11:00 AM			2	39	53
5507	14/7/2021 11:00 AM			8		
11778	12/7/2021 5:00	14	16	7	1	2
12958	14/7/2021 10:00 AM	33	50	3	1	15
12957	14/7/2021 11:00 AM	38	30	1	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	14/7/2021 9:00 AM	17	12	6	2	
13019	14/7/2021 9:00 AM	24	21	20	5	
13026	14/7/2021 9:00 AM	42	41	8	3	1
1584	14/7/2021 11:00 AM	40	31	11	4	33
1585	14/7/2021 10:00 AM			1	1	5
13017	14/7/2021 9:00 AM	57	44	10	6	
13020	14/7/2021 9:00 AM	27	20	5	1	
13013	14/7/2021 9:00 AM	54	42	18	8	
13014	14/7/2021 9:00 AM	31	24		5	
13252	14/7/2021 11:00 AM	60	85	1		1
8767	23/7/2021 7:00 AM	46				
8688	23/7/2021 8:00 AM	38				
8641	23/7/2021 7:00 AM	53		6.4	0.1	4.6
13012	23/7/2021 1:00 AM	10	10	2	1	15
12488	23/7/2021 8:00 AM				9	
13251	22/7/2021 8:00 PM	60	56		17	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	23/7/2021 1:00 AM	22	22	2	49	53
5507	23/7/2021 8:00 AM			17		
11778	23/7/2021 7:00 AM	11	11	11	1	1
12958	23/7/2021 7:00 AM	25	15	4	1	3
12957	23/7/2021 8:00 AM	34	24	5	5	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	22/7/2021 8:00 PM	50	42	13	3	
13019	22/7/2021 8:00 PM	41	28	25	14	
13026	22/7/2021 8:00 PM	73	48	15	9	
1584	23/7/2021 7:00 AM	27	29	11	7	32
1585	23/7/2021 7:00 AM			2	6	6
13017	22/7/2021 8:00 PM	102	59	16	12	
13020	22/7/2021 8:00 PM	41	28	10	4	
13013	22/7/2021 8:00 PM	91	58	18	7	
13014	22/7/2021 8:00 PM	40	29		11	
13252	23/7/2021 8:00 AM	43	48	1		1
8767	25/7/2021 9:00 AM	21				
8688	25/7/2021 9:00 AM	52				
8641	25/7/2021 9:00 AM	95		7.8	0.1	4.6
13012	25/7/2021 9:00 AM	5	5	2	1	15
12488	25/7/2021 9:00 AM				8	
13251	25/7/2021 8:00 AM	74	58		8	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	25/7/2021 9:00 AM	22	1	1	38	53
5507	25/7/2021 9:00 AM			13		
11778	25/7/2021 8:00 AM	23	25	17	1	1
12958	25/7/2021 9:00 AM	97	59	5	3	3
12957	25/7/2021 9:00 AM	103	77	6	6	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/7/2021 8:00 AM	43	37	7	2	
13019	25/7/2021 8:00 AM	50	35	17	4	
13026	25/7/2021 8:00 AM	40	56	7	3	
1584	25/7/2021 9:00 AM	16	42	11	2	36
1585	25/7/2021 9:00 AM			4	4	6
13017	25/7/2021 8:00 AM	78	69	10	7	
13020	25/7/2021 8:00 AM	53	36	13	3	
13013	25/7/2021 8:00 AM	83	60	11	4	
13014	25/7/2021 8:00 AM	69	44		5	
13252	25/7/2021 9:00 AM	90	76	1		1
8767	28/7/2021 3:00 PM	76				
8688	28/7/2021 3:00 PM	36				
8641	28/7/2021 3:00 PM	53		4.6	0.1	4.6
13012	28/7/2021 3:00 PM	8	8	2	2	14
12488	28/7/2021 3:00 PM				3	
13251	28/7/2021 2:00 PM	32	37		2	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	28/7/2021 3:00 PM	22	1	1	43	53
5507	28/7/2021 3:00 PM			25		
11778	27/7/2021 4:00 PM	26	31	14	1	1
12958	28/7/2021 3:00 PM	68	49	4	2	16
12957	28/7/2021 3:00 PM	38	29	1	5	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	28/7/2021 2:00 PM	18	10	5	1	
13019	28/7/2021 2:00 PM	12	9	13	3	
13026	28/7/2021 2:00 PM	46	34	3	1	
1584	28/7/2021 3:00 PM	18	20	11	1	34
1585	28/7/2021 3:00 PM			1	1	5
13017	28/7/2021 2:00 PM	43	36	9	5	
13020	28/7/2021 2:00 PM	12	9	4	1	
13013	28/7/2021 2:00 PM	47	36	11	4	
13014	28/7/2021 2:00 PM	18	12		4	
13252	28/7/2021 3:00 PM	41	58	1		14
8767	31/7/2021 9:00 AM	25				
8688	30/7/2021 6:00 PM	42				
8641	31/7/2021 9:00 AM	102		9.6	0.1	5.1
13012	31/7/2021 9:00 AM	6	5	3	2	16
12488	29/7/2021 10:00 AM				6	
13251	31/7/2021 9:00 AM	65	56		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	31/7/2021 10:00 AM	188	158	1	52	55
5507	31/7/2021 9:00 AM			15		
11778	31/7/2021 8:00 AM	18	23	6	1	2
12958	31/7/2021 9:00 AM	60	58	16	3	13
12957	31/7/2021 9:00 AM	42	36	7	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	31/7/2021 8:00 AM	51	37	11	2	
13019	31/7/2021 8:00 AM	60	46	26	5	
13026	31/7/2021 9:00 AM	55	48	10	3	
1584	31/7/2021 9:00 AM	24	22	11	2	41
1585	31/7/2021 9:00 AM			5	2	5
13017	31/7/2021 8:00 AM	59	60	18	6	
13020	31/7/2021 8:00 AM	63	43	13	5	
13013	31/7/2021 8:00 AM	68	58	17	3	
13014	2021-07-31T08:00:00+07:00	65	46		5	
13252	31/7/2021 10:00 AM	134	108	1		1
8767	2/8/2021 8:00	59				
8688	2/8/2021 8:00	49				
8641	2/8/2021 8:00	72		7.8	0.1	4.6
13012	2/8/2021 8:00	15	11	3	2	16
12488	29/7/2021 10:00 AM				6	
13251	2/8/2021 7:00	40	50		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
