Station ID	Date time	PM2.5	PM10	NO2	CO	SO2
13026	30/9/2021 12:00 PM	89	63	11	6	
1584	30/9/2021 1:00 PM	44	32	10	1	39
1585	30/9/2021 1:00 PM			1	1	6
13017	30/9/2021 11:00 AM	114	65	17	12	
13020	30/9/2021 11:00 AM	60	40	16	7	
13013	30/9/2021 11:00 AM	101	75	28	27	
13014	30/9/2021 11:00 AM	108	60		9	
13252	30/9/2021 1:00 PM	83	86	1		1
8767	8/10/2021 8:00	156				
8688	17/8/2021 10:00 PM	52				
8641	8/10/2021 9:00	114		6	0.1	5.6
13012	8/10/2021 9:00	7	5	5	3	17
12488	7/10/2021 20:00				5	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	8/10/2021 9:00	2	1	2	55	59
5507	8/10/2021 9:00			11		
11778	8/10/2021 9:00			2		13
12958	8/10/2021 9:00	88	58	6	3	10
12957	8/10/2021 9:00			4	3	7
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	8/10/2021 7:00	111	65	19	1	
13019	8/10/2021 7:00	94	57	26	5	
13026	8/10/2021 8:00	140	81	13	5	
1584	8/10/2021 9:00	37	20	11	3	38
1585	8/10/2021 8:00			1	4	7
13017	8/10/2021 7:00	146	90	16	9	
13020	8/10/2021 7:00	133	69	20	6	
13013	8/10/2021 7:00	152	101	29	31	
13014	8/10/2021 7:00	132	69		9	
13252	8/10/2021 9:00	139	101			1
8767	8/10/2021 16:00	17				
8688	17/8/2021 10:00 PM	52				
8641	11/10/2021 8:00	46		7.8	0.1	5.1
13012	11/10/2021 8:00	17	18	7	5	16
12488	11/10/2021 9:00				5	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	11/10/2021 8:00	2	1		42	53
5507	11/10/2021 8:00			10		
11778	11/10/2021 8:00			5		10
12958	11/10/2021 8:00	1	1	2	2	8
12957	11/10/2021 8:00			1	6	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	10/10/2021 20:00	13	8	5	2	
13019	10/10/2021 20:00	11	8	18	3	
13026	11/10/2021 7:00	21	9	14	3	
1584	11/10/2021 8:00	62	40	11	9	35
1585	11/10/2021 8:00			1	3	7
13017	10/10/2021 20:00	41	45	9	8	
13020	9/10/2021 17:00	54	32	20	6	
13013	10/10/2021 20:00	37	38	19	5	
13014	10/10/2021 2:00	22	15		3	
13252	11/10/2021 8:00	17	17			2
8767	13/10/2021 11:00 AM	30				
8688	17/8/2021 10:00 PM	52				
8641	14/10/2021 9:00 AM	50		6	0.1	5.1
13012	14/10/2021 9:00 AM	22	15	11	4	17
12488	14/10/2021 9:00 AM				10	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	14/10/2021 9:00 AM	12	2	1	44	1.5
5507	14/10/2021 9:00 AM			8		
11778	14/10/2021 9:00 AM			2		9
12958	14/10/2021 9:00 AM	15	26	1	1	7
12957	14/10/2021 9:00 AM			3	6	6
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	13/10/2021 3:00 PM	16	15	5	2	
13019	13/10/2021 3:00 PM	33	23	25	4	
13026	13/10/2021 5:00 PM	36	28	15	4	
1584	14/10/2021 9:00 AM	50	36	11	9	38
1585	14/10/2021 8:00 AM			1	3	6
13017	13/10/2021 3:00 PM	61	55	13	10	
13020	13/10/2021 3:00 PM	48	31	27	6	
13013	13/10/2021 3:00 PM	42	53	22	20	
13014	10/10/2021 2:00	22	15		3	
13252	14/10/2021 9:00 AM	18	20			1
8767	13/10/2021 11:00 AM	30				
8688	17/8/2021 10:00 PM	52				
8641	18/10/2021 10:00 AM	53		6.9	0.1	5.1
13012	18/10/2021 10:00 AM	3	4	1	1	17
12488	18/10/2021 10:00 AM				13	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	18/10/2021 11:00 AM	12	1	1	48	99.1
5507	18/10/2021 10:00 AM			8		
11778	18/10/2021 10:00 AM			3		10
12958	18/10/2021 10:00 AM	32	22	3	2	7
12957	18/10/2021 10:00 AM			3	6	7
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	18/10/2021 8:00 AM	40	23	11	3	
13019	18/10/2021 8:00 AM	19	35	30	6	
13026	18/10/2021 9:00 AM	18	12	13	4	
1584	18/10/2021 10:00 AM	2	1	11	1	35
1585	18/10/2021 10:00 AM			1	5	7
13017	18/10/2021 8:00 AM	54	39	25	26	
13020	18/10/2021 8:00 AM	31	17	19	4	
13013	18/10/2021 8:00 AM	56	45	22	17	
13014	18/10/2021 8:00 AM	42	27		4	
13252	18/10/2021 10:00 AM	70	113			1
8767	13/10/2021 11:00 AM	30				
8688	17/8/2021 10:00 PM	52				
8641	20/10/2021 8:00 AM	173		22	0.2	6.6
13012	20/10/2021 8:00 AM	25	21	6	4	17
12488	20/10/2021 9:00 AM				11	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	20/10/2021 8:00 AM	12	1	2	50	99.1
5507	20/10/2021 8:00 AM			16		
11778	20/10/2021 8:00 AM			10		10
12958	19/10/2021 11:00 AM	24	17	2	2	22
12957	20/10/2021 8:00 AM			10	8	7
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	19/10/2021 9:00 PM	75	42	14	6	
13019	20/10/2021 8:00 AM	155	87	38	17	
13026	20/10/2021 8:00 AM	107	83	21	10	
1584	20/10/2021 8:00 AM	45	33	12	4	12
1585	20/10/2021 8:00 AM			1	4	7
13017	19/10/2021 9:00 PM	107	78	33	10	
13020	19/10/2021 9:00 PM	70	47	33	12	
13013	19/10/2021 9:00 PM	114	85	27	26	
13014	19/10/2021 9:00 PM	80	55		14	
13252	20/10/2021 9:00 AM	76	138			1
8767	25/10/2021 1:00 PM	46				
8688	17/8/2021 10:00 PM	52				
8641	25/10/2021 2:00 PM	109		11	0.1	6.1
13012	25/10/2021 2:00 PM	8	7	1	1	16
12488	25/10/2021 1:00 PM				6	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	25/10/2021 2:00 PM	2.1	1	1	45	56
5507	25/10/2021 2:00 PM			12		
11778	25/10/2021 2:00 PM			10	12	29
12958	19/10/2021 11:00 AM	24	17	2	2	22
12957	25/10/2021 2:00 PM			1	4	7
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/10/2021 11:00 AM	79	49	7	3	
13019	25/10/2021 11:00 AM	70	49	32	5	
13026	25/10/2021 1:00 PM	116	69	11	3	
1584	25/10/2021 2:00 PM	24	15	14	2	12
1585	25/10/2021 1:00 PM			1	2	7
13017	25/10/2021 11:00 AM	124	78	26	13	
13020	25/10/2021 11:00 AM	55	49	21	3	
13013	25/10/2021 11:00 AM	122	79	21	16	
13014	25/10/2021 11:00 AM	82	53		3	
13252	25/10/2021 2:00 PM	104	142			1
8767	1/11/2021 13:00	82				
8688	17/8/2021 10:00 PM	52				
8641	1/11/2021 12:00	34		6.4	0.1	5.1
13012	1/11/2021 13:00	8	7	1	1	17
12488	1/11/2021 13:00				5	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	1/11/2021 13:00	2	1	1	47	453
5507	1/11/2021 13:00			14		
11778	1/11/2021 13:00			3	8	27
12958	19/10/2021 11:00 AM	24	17	2	2	22
12957	1/11/2021 13:00			1	6	6
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	1/11/2021 11:00	18	10	6	5	
13019	1/11/2021 11:00	43	26	22	6	
13026	1/11/2021 12:00	26	19	15	5	
1584	1/11/2021 13:00	21	12	15	1	12
1585	1/11/2021 12:00			1	3	7
13017	1/11/2021 11:00	28	28	11	5	
13020	1/11/2021 11:00	24	19	16	4	
13013	1/11/2021 8:00	40	44	23	22	
13014	1/11/2021 11:00	24	19		5	
13252	1/11/2021 13:00	23	17			2
8767	4/11/2021 4:00	9				
8688	17/8/2021 10:00 PM	52				
8641	4/11/2021 7:00	87		19.2	0.3	5.6
13012	4/11/2021 8:00	17	13	2	1	1
12488	4/11/2021 8:00				20	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	4/11/2021 8:00	2	1	1	44	500
5507	4/11/2021 8:00			17		
11778	4/11/2021 8:00	46	44	24	10	35
12958	19/10/2021 11:00 AM	24	17	2	2	22
12957	4/11/2021 8:00			1	7	6
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	3/11/2021 20:00	62	34	23	15	
13019	3/11/2021 20:00	121	76	48	64	
13026	4/11/2021 7:00	65	56	17	5	
1584	4/11/2021 8:00	38	26	24	7	13
1585	4/11/2021 7:00			1	5	7
13017	3/11/2021 17:00	103	72	44	21	
13020	3/11/2021 20:00	72	42	47	20	
13013	3/11/2021 20:00	109	83	46	33	
13014	3/11/2021 20:00	72	52		39	
13252	3/11/2021 17:00	21	54			5
8767	7/11/2021 10:00	78				
8688	17/8/2021 10:00 PM	52				
8641	7/11/2021 10:00	68		10.1	0.1	5.6
13012	7/11/2021 10:00	27	21	2	1	1
12488	7/11/2021 10:00				8	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	7/11/2021 10:00		1	1	45	500
5507	7/11/2021 10:00			13		
11778	7/11/2021 10:00	19	21	10	12	25
12958	7/11/2021 10:00			5	1	10
12957	7/11/2021 10:00				5	6
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	7/11/2021 8:00	41	24	2	2	
13019	7/11/2021 8:00	54	40	25	5	
13026	7/11/2021 9:00	43	48	7	3	
1584	7/11/2021 10:00	45	32	12	3	12
1585	7/11/2021 9:00			1	2	9
13017	7/11/2021 8:00	86	65	32	19	
13020	7/11/2021 8:00	42	33	16	3	
13013	7/11/2021 8:00	86	73	23	23	
13014	7/11/2021 8:00	35	29		2	
13252	3/11/2021 17:00	21	54			5
8767	10/11/2021 10:00	97				
8688	17/8/2021 10:00 PM	52				
8641	10/11/2021 10:00	59		7.8	0.1	6.1
13012	10/11/2021 10:00	6	6	1	1	1
12488	10/11/2021 10:00				10	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	10/11/2021 11:00	99.2	1		45	500
5507	10/11/2021 7:00			12		
11778	10/11/2021 10:00	18	35	5	25	23
12958	10/11/2021 10:00			2	1	11
12957	10/11/2021 10:00				6	7
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	10/11/2021 8:00	4	3	3	1	
13019	10/11/2021 8:00	40	33	33	5	
13026	10/11/2021 10:00	74	52	13	4	
1584	9/11/2021 0:00	11	7	11	1	12
1585	10/11/2021 10:00			1	4	7
13017	10/11/2021 8:00	46	55	20	15	
13020	10/11/2021 8:00	27	19	21	3	
13013	10/11/2021 8:00	52	57	24	19	
13014	10/11/2021 8:00	32	25		5	
13252	10/11/2021 10:00	50	92			3
8767	16/11/2021 12:00 PM	65				
8688	17/8/2021 10:00 PM	52				
8641	16/11/2021 12:00 PM	174		17.9	0.1	7.1
13012	16/11/2021 1:00 PM	5	4	1	1	1
12488	16/11/2021 1:00 PM				5	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	16/11/2021 1:00 PM	99.1	1		50	500
5507	16/11/2021 12:00 PM			29		
11778	16/11/2021 1:00 PM	46	46	14	7	34
12958	16/11/2021 1:00 PM			5	3	11
12957	15/11/2021 5:00 AM				6	8
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	16/11/2021 11:00 AM	95	51	11	3	
13019	16/11/2021 11:00 AM	167	94	42	6	
13026	16/11/2021 12:00 PM	146	102	21	6	
1584	9/11/2021 0:00	11	7	11	1	12
1585	16/11/2021 12:00 PM			1	5	7
13017	16/11/2021 11:00 AM	178	140	53	19	
13020	16/11/2021 7:00 AM	69	43	23	5	
13013	16/11/2021 11:00 AM	162	119	41	15	
13014	16/11/2021 11:00 AM	186	105		7	
13252	16/11/2021 1:00 PM	101	64	10		1
8767	20/11/2021 9:00 AM	114				
8688	17/8/2021 10:00 PM	52				
8641	20/11/2021 10:00 AM	158		11.9	0.2	5.1
13012	20/11/2021 9:00 AM	27	18	1	1	2
12488	20/11/2021 10:00 AM				8	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	20/11/2021 10:00 AM	3	2	2	50	500
5507	20/11/2021 9:00 AM			22		
11778	20/11/2021 9:00 AM	44	39	20	7	31
12958	20/11/2021 9:00 AM			33	4	10
12957	20/11/2021 5:00 AM				6	5
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	20/11/2021 7:00 AM	149	66	12	7	
13019	20/11/2021 8:00 AM	162	86	24	7	
13026	19/11/2021 10:00 AM	165	104	22	8	
1584	9/11/2021 0:00	11	7	11	1	12
1585	20/11/2021 9:00 AM			2	6	7
13017	20/11/2021 8:00 AM	195	154	24	49	
13020	20/11/2021 2:00 AM	159	75	18	5	
13013	20/11/2021 5:00 AM	189	145	32	46	
13014	20/11/2021 8:00 AM	171	93		8	
13252	20/11/2021 10:00 AM	39	31	5		2
8767	26/11/2021 9:00 AM	89				
8688	17/8/2021 10:00 PM	52				
8641	26/11/2021 9:00 AM	151		11	0.1	6.1
13012	26/11/2021 9:00 AM	14	11	1	1	1
12488	26/11/2021 9:00 AM				11	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	26/11/2021 9:00 AM	14	8		50	401
5507	26/11/2021 9:00 AM			26		
11778	26/11/2021 9:00 AM	48	58	11	8	32
12958	26/11/2021 9:00 AM			6	2	10
12957	26/11/2021 9:00 AM				5	17
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/11/2021 7:00 PM	40	34	9	4	
13019	25/11/2021 10:00 PM	129	76	58	13	
13026	26/11/2021 8:00 AM	124	77	17	4	
1584	26/11/2021 9:00 AM	27	18	12	5	12
1585	26/11/2021 8:00 AM			1	2	7
13017	26/11/2021 4:00 AM	150	102	26	5	
13020	26/11/2021 2:00 AM	98	53	21	6	
13013	26/11/2021 6:00 AM	135	97	34	33	
13014	26/11/2021 6:00 AM	133	70		4	
13252	26/11/2021 9:00 AM	87	79	20		1
8767	29/11/2021 2:00 PM	93				
8688	17/8/2021 10:00 PM	52				
8641	29/11/2021 2:00 PM	107		13.3	0.1	6.6
13012	29/11/2021 3:00 PM	4	4	1	1	1
12488	29/11/2021 3:00 PM				13	
13251	7/10/2021 8:00				10	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	29/11/2021 3:00 PM	10	5		50	434
5507	29/11/2021 2:00 PM			15		
11778	29/11/2021 3:00 PM	66	67	44	12	55
12958	29/11/2021 3:00 PM			6	2	14
12957	29/11/2021 3:00 PM				6	13
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	29/11/2021 2:00 AM	143	72	16	6	
13019	29/11/2021 7:00 AM	89	107	20	5	
13026	29/11/2021 2:00 PM	148	77	10	2	
1584	29/11/2021 3:00 PM	59	33	12	2	12
1585	29/11/2021 2:00 PM			1	2	7
13017	29/11/2021 9:00 AM	168	126	40	11	
13020	29/11/2021 12:00 AM	130	68	30	7	
13013	29/11/2021 9:00 AM	162	108	37	20	
13014	29/11/2021 9:00 AM	149	76		7	
13252	29/11/2021 3:00 PM	77	114	5		2
