Station ID,Date,PM2.5,PM10,NO2,CO,SO2
12958,6/24/2021,63,74,22,2,1
12957,6/24/2021,53,47,6,6,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,6/24/2021,,,10,11,43
1585,6/24/2021,,,10,4,5
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,6/24/2021,25,21,1,,2
8767,6/26/2021,50,,,,
8688,6/26/2021,63,,,,
8641,6/26/2021,42,,5.1,0.1,4.1
13012,6/26/2021,20,18,6,2,13
12488,6/26/2021,,,,2,
13251,2/26/2021,1,1,50,12,1
12976,6/26/2021,25,31,15,4,9
13250,6/26/2021,,,1,36,52
5507,6/26/2021,,,,,
11778,6/26/2021,19,25,5,54,2
12958,6/26/2021,26,28,3,1,1
12957,6/26/2021,28,25,3,6,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,6/26/2021,22,19,11,1,27
1585,6/26/2021,,,3,1,5
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,6/26/2021,63,124,1,,2
8767,6/28/2021,55,,,,
8688,6/28/2021,37,,,,
8641,6/28/2021,38,,5.1,0.1,4.1
13012,6/28/2021,22,22,3,2,13
12488,6/28/2021,,,,2,
13251,2/26/2021,1,1,50,12,1
12976,6/28/2021,16,22,6,1,9
13250,6/28/2021,,,1,36,53
5507,6/28/2021,,,,,
11778,6/28/2021,19,33,5,11,2
12958,6/28/2021,29,36,4,1,3
12957,6/28/2021,25,30,2,6,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,6/28/2021,14,15,11,1,32
1585,6/27/2021,,,5,3,5
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,6/28/2021,75,89,1,,2
8767,6/29/2021,55,,,,
8688,6/29/2021,38,,,,
8641,6/29/2021,61,,5.1,0.2,4.1
13012,6/29/2021,18,19,8,3,14
12488,6/29/2021,,,,5,
13251,2/26/2021,1,1,50,12,1
12976,6/28/2021,67,53,12,5,9
13250,6/28/2021,,,2,36,53
5507,6/29/2021,,,,,
11778,6/29/2021,24,35,9,13,2
12958,6/29/2021,48,60,10,1,1
12957,6/29/2021,30,37,10,6,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,6/29/2021,26,32,11,10,41
1585,6/27/2021,,,5,3,5
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,6/29/2021,50,54,1,,2
8767,7/5/2021,30,,,,
8688,7/5/2021,36,,,,
8641,7/5/2021,53,,5.1,0.2,4.1
13012,7/5/2021,15,16,8,3,14
12488,7/5/2021,,,,3,
13251,2/26/2021,1,1,50,12,1
12976,6/28/2021,67,53,12,5,9
13250,7/5/2021,,,1,37,53
5507,7/5/2021,,,16,,
11778,7/5/2021,10,15,5,15,2
12958,7/5/2021,38,52,4,1,2
12957,7/5/2021,23,20,1,6,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,7/5/2021,33,26,11,5,28
1585,7/5/2021,,,3,2,5
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,7/5/2021,61,64,,,1
8767,7/6/2021,76,,,,
8688,7/6/2021,63,,,,
8641,7/6/2021,55,,5.1,0.2,4.6
13012,7/6/2021,12,14,6,2,15
12488,7/6/2021,,,,7,
13251,2/26/2021,1,1,50,12,1
12976,6/28/2021,67,53,12,5,9
13250,7/6/2021,,,1,59,53
5507,7/6/2021,,,13,,
11778,7/6/2021,24,37,8,1,2
12958,7/6/2021,59,66,14,2,5
12957,7/6/2021,59,51,10,7,3
13015,4/27/2021,91,65,37,29,
13018,4/27/2021,36,23,6,4,
13019,4/27/2021,60,45,28,13,
13026,4/12/2021,1,1,27,6,1
1584,7/6/2021,35,23,10,2,28
1585,7/6/2021,,,11,8,6
13017,4/27/2021,41,37,18,17,
13020,4/27/2021,32,27,7,3,
13013,4/27/2021,74,63,19,12,
13014,5/5/2021,18,12,,5,
13252,7/6/2021,90,98,,,1
8767,7/14/2021,76,,,,
8688,7/14/2021,40,,,,
8641,7/14/2021,65,,12.8,0.1,5.1
13012,7/14/2021,11,10,2,1,14
12488,7/14/2021,,,,3,
13251,7/14/2021,58,61,23,7,5
12976,6/28/2021,67,53,12,5,9
13250,7/14/2021,,,2,39,53
5507,7/14/2021,,,8,,
11778,7/12/2021,14,16,7,1,2
12958,7/14/2021,33,50,3,1,15
12957,7/14/2021,38,30,1,7,3
13015,4/27/2021,91,65,37,29,
13018,7/14/2021,17,12,6,2,
13019,7/14/2021,24,21,20,5,
13026,7/14/2021,42,41,8,3,1
1584,7/14/2021,40,31,11,4,33
1585,7/14/2021,,,1,1,5
13017,7/14/2021,57,44,10,6,
13020,7/14/2021,27,20,5,1,
13013,7/14/2021,54,42,18,8,
13014,7/14/2021,31,24,,5,
13252,7/14/2021,60,85,1,,1
8767,7/23/2021,46,,,,
8688,7/23/2021,38,,,,
8641,7/23/2021,53,,6.4,0.1,4.6
13012,7/23/2021,10,10,2,1,15
12488,7/23/2021,,,,9,
13251,7/22/2021,60,56,,17,
12976,6/28/2021,67,53,12,5,9
13250,7/23/2021,22,22,2,49,53
5507,7/23/2021,,,17,,
11778,7/23/2021,11,11,11,1,1
12958,7/23/2021,25,15,4,1,3
12957,7/23/2021,34,24,5,5,3
13015,4/27/2021,91,65,37,29,
13018,7/22/2021,50,42,13,3,
13019,7/22/2021,41,28,25,14,
13026,7/22/2021,73,48,15,9,
1584,7/23/2021,27,29,11,7,32
1585,7/23/2021,,,2,6,6
13017,7/22/2021,102,59,16,12,
13020,7/22/2021,41,28,10,4,
13013,7/22/2021,91,58,18,7,
13014,7/22/2021,40,29,,11,
13252,7/23/2021,43,48,1,,1
8767,7/25/2021,21,,,,
8688,7/25/2021,52,,,,
8641,7/25/2021,95,,7.8,0.1,4.6
13012,7/25/2021,5,5,2,1,15
12488,7/25/2021,,,,8,
13251,7/25/2021,74,58,,8,
12976,6/28/2021,67,53,12,5,9
13250,7/25/2021,22,1,1,38,53
5507,7/25/2021,,,13,,
11778,7/25/2021,23,25,17,1,1
12958,7/25/2021,97,59,5,3,3
12957,7/25/2021,103,77,6,6,3
13015,4/27/2021,91,65,37,29,
13018,7/25/2021,43,37,7,2,
13019,7/25/2021,50,35,17,4,
13026,7/25/2021,40,56,7,3,
1584,7/25/2021,16,42,11,2,36
1585,7/25/2021,,,4,4,6
13017,7/25/2021,78,69,10,7,
13020,7/25/2021,53,36,13,3,
13013,7/25/2021,83,60,11,4,
13014,7/25/2021,69,44,,5,
13252,7/25/2021,90,76,1,,1
8767,7/28/2021,76,,,,
8688,7/28/2021,36,,,,
8641,7/28/2021,53,,4.6,0.1,4.6
13012,7/28/2021,8,8,2,2,14
12488,7/28/2021,,,,3,
13251,7/28/2021,32,37,,2,
12976,6/28/2021,67,53,12,5,9
13250,7/28/2021,22,1,1,43,53
5507,7/28/2021,,,25,,
11778,7/27/2021,26,31,14,1,1
12958,7/28/2021,68,49,4,2,16
12957,7/28/2021,38,29,1,5,3
13015,4/27/2021,91,65,37,29,
13018,7/28/2021,18,10,5,1,
13019,7/28/2021,12,9,13,3,
13026,7/28/2021,46,34,3,1,
1584,7/28/2021,18,20,11,1,34
1585,7/28/2021,,,1,1,5
13017,7/28/2021,43,36,9,5,
13020,7/28/2021,12,9,4,1,
13013,7/28/2021,47,36,11,4,
13014,7/28/2021,18,12,,4,
13252,7/28/2021,41,58,1,,14
8767,7/31/2021,25,,,,
8688,7/30/2021,42,,,,
8641,7/31/2021,102,,9.6,0.1,5.1
13012,7/31/2021,6,5,3,2,16
12488,7/29/2021,,,,6,
13251,7/31/2021,65,56,,3,
12976,6/28/2021,67,53,12,5,9
13250,7/31/2021,188,158,1,52,55
5507,7/31/2021,,,15,,
11778,7/31/2021,18,23,6,1,2
12958,7/31/2021,60,58,16,3,13
12957,7/31/2021,42,36,7,7,3
13015,4/27/2021,91,65,37,29,
13018,7/31/2021,51,37,11,2,
13019,7/31/2021,60,46,26,5,
13026,7/31/2021,55,48,10,3,
1584,7/31/2021,24,22,11,2,41
1585,7/31/2021,,,5,2,5
13017,7/31/2021,59,60,18,6,
13020,7/31/2021,63,43,13,5,
13013,7/31/2021,68,58,17,3,
13014,20210731T08:00:00,65,46,,5,
13252,7/31/2021,134,108,1,,1
8767,8/2/2021,59,,,,
8688,8/2/2021,49,,,,
8641,8/2/2021,72,,7.8,0.1,4.6
13012,8/2/2021,15,11,3,2,16
12488,7/29/2021,,,,6,
13251,8/2/2021,40,50,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/1/2021,8,8,1,62,54
5507,8/2/2021,,,16,,
11778,8/2/2021,33,33,13,1,3
12958,8/2/2021,53,45,17,3,9
12957,8/2/2021,70,57,11,8,4
13015,4/27/2021,91,65,37,29,
13018,8/2/2021,47,34,7,1,
13019,8/2/2021,28,21,14,4,
13026,8/2/2021,45,35,5,2,
1584,8/2/2021,27,26,11,3,38
1585,8/2/2021,,,4,2,6
13017,8/2/2021,52,60,7,5,
13020,8/2/2021,47,30,11,3,
13013,8/2/2021,57,53,11,4,
13014,8/2/2021,43,29,,4,
13252,8/2/2021,52,62,1,,1
8767,8/3/2021,53,,,,
8688,8/2/2021,42,,,,
8641,8/3/2021,99,,10.1,0.1,5.1
13012,8/3/2021,15,12,2,2,16
12488,8/3/2021,,,,11,
13251,8/3/2021,68,55,,4,
12976,6/28/2021,67,53,12,5,9
13250,8/3/2021,8,1,1,55,57
5507,8/3/2021,,,19,,
11778,8/3/2021,35,40,18,1,7
12958,8/3/2021,131,75,13,5,11
12957,8/3/2021,109,77,10,7,3
13015,4/27/2021,91,65,37,29,
13018,8/3/2021,65,54,12,1,
13019,8/3/2021,47,34,19,4,
13026,8/3/2021,84,55,8,3,
1584,8/3/2021,30,47,11,4,32
1585,8/3/2021,,,4,2,6
13017,8/3/2021,91,64,12,5,
13020,8/3/2021,78,51,10,2,
13013,8/3/2021,93,52,15,4,
13014,8/3/2021,66,45,,4,
13252,8/3/2021,8,3,1,,1
8767,8/9/2021,30,,,,
8688,8/2/2021,42,,,,
8641,8/9/2021,149,,6,0.1,6.1
13012,8/9/2021,16,13,3,2,16
12488,8/9/2021,,,,6,
13251,8/9/2021,79,70,,4,3
12976,6/28/2021,67,53,12,5,9
13250,8/9/2021,2,1,1,43,53
5507,8/9/2021,,,18,,
11778,8/9/2021,25,24,12,1,1
12958,8/9/2021,73,54,6,2,12
12957,8/9/2021,125,100,14,9,5
13015,4/27/2021,91,65,37,29,
13018,8/9/2021,84,57,9,3,
13019,8/9/2021,84,56,20,6,
13026,8/9/2021,117,75,7,4,
1584,8/9/2021,37,31,11,1,38
1585,8/9/2021,,,3,2,5
13017,8/9/2021,128,82,12,9,
13020,8/9/2021,104,60,12,6,
13013,8/9/2021,121,83,16,9,
13014,8/9/2021,105,61,,6,
13252,8/8/2021,69,76,1,,1
8767,8/10/2021,65,,,,
8688,8/2/2021,42,,,,
8641,8/10/2021,65,,6.9,0.1,4.6
13012,8/9/2021,16,13,3,2,16
12488,8/10/2021,,,,2,
13251,8/10/2021,30,27,,3,3
12976,6/28/2021,67,53,12,5,9
13250,8/10/2021,2,1,1,38,53
5507,8/10/2021,,,17,,
11778,8/10/2021,9,8,13,1,2
12958,8/10/2021,29,24,19,1,16
12957,8/10/2021,30,27,11,8,4
13015,4/27/2021,91,65,37,29,
13018,8/10/2021,18,12,8,1,
13019,8/10/2021,13,10,20,4,
13026,8/10/2021,24,21,8,3,
1584,8/10/2021,27,27,11,1,31
1585,8/10/2021,,,1,1,5
13017,8/10/2021,38,41,9,4,
13020,8/10/2021,23,15,8,3,
13013,8/10/2021,33,37,10,8,
13014,8/10/2021,19,13,,4,
13252,8/8/2021,69,76,1,,1
8767,8/11/2021,53,,,,
8688,8/11/2021,50,,,,
8641,8/11/2021,53,,9.2,0.2,4.6
13012,8/11/2021,16,12,4,3,16
12488,8/11/2021,,,,10,
13251,8/11/2021,18,26,,4,
12976,6/28/2021,67,53,12,5,9
13250,8/11/2021,2,1,1,38,53
5507,8/11/2021,,,17,,
11778,8/11/2021,13,14,11,1,1
12958,8/11/2021,32,34,18,1,6
12957,8/11/2021,53,37,6,7,4
13015,4/27/2021,91,65,37,29,
13018,8/11/2021,28,23,10,1,
13019,8/11/2021,29,21,21,3,
13026,8/11/2021,31,22,8,2,
1584,8/11/2021,32,29,11,3,30
1585,8/11/2021,,,1,2,6
13017,8/11/2021,50,52,8,3,
13020,8/11/2021,1,1,5,3,
13013,8/11/2021,56,32,21,3,
13014,8/11/2021,42,27,,3,
13252,8/8/2021,69,76,1,,1
8767,8/12/2021,50,,,,
8688,8/12/2021,58,,,,
8641,8/12/2021,61,,16.5,0.2,5.1
13012,8/12/2021,5,5,5,3,16
12488,8/12/2021,,,,8,
13251,8/12/2021,29,21,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/12/2021,2,1,3,37,53
5507,8/12/2021,,,21,,
11778,8/12/2021,10,11,10,1,1
12958,8/12/2021,22,25,8,2,6
12957,8/12/2021,36,31,13,9,4
13015,4/27/2021,91,65,37,29,
13018,8/12/2021,38,25,11,4,
13019,8/12/2021,30,21,16,3,
13026,8/12/2021,20,11,4,2,
1584,8/12/2021,37,29,10,2,32
1585,8/12/2021,,,1,2,6
13017,8/12/2021,71,82,6,3,
13020,8/11/2021,1,1,5,3,
13013,8/12/2021,75,45,20,7,
13014,8/12/2021,42,27,,3,
13252,8/8/2021,69,76,1,,1
8767,8/14/2021,34,,,,
8688,8/14/2021,71,,,,
8641,8/14/2021,80,,4.6,0.1,4.6
13012,8/14/2021,8,9,5,3,16
12488,8/14/2021,,,,4,
13251,8/14/2021,49,51,,5,
12976,6/28/2021,67,53,12,5,9
13250,8/14/2021,2,1,2,41,53
5507,8/14/2021,,,8,,
11778,8/14/2021,14,14,8,1,1
12958,8/14/2021,47,54,10,1,13
12957,8/14/2021,27,26,6,6,4
13015,4/27/2021,91,65,37,29,
13018,8/13/2021,16,11,7,2,
13019,8/14/2021,24,20,19,4,
13026,8/14/2021,58,46,7,3,
1584,8/14/2021,15,14,11,1,30
1585,8/14/2021,,,1,1,6
13017,8/13/2021,40,35,8,6,
13020,8/11/2021,1,1,5,3,
13013,8/13/2021,44,45,10,7,
13014,8/14/2021,38,27,,5,
13252,8/14/2021,85,89,,,1
8767,8/16/2021,107,,,,
8688,8/16/2021,55,,,,
8641,8/16/2021,107,,5.5,0.2,4.6
13012,8/16/2021,11,11,3,2,15
12488,8/16/2021,,,,6,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/16/2021,2,1,1,62,52
5507,8/16/2021,,,14,,
11778,8/15/2021,11,12,4,1,1
12958,8/16/2021,41,58,10,1,13
12957,8/14/2021,27,26,6,6,4
13015,4/27/2021,91,65,37,29,
13018,8/16/2021,56,51,9,2,
13019,8/16/2021,25,21,18,5,
13026,8/16/2021,39,36,5,2,
1584,8/16/2021,27,18,11,1,32
1585,8/16/2021,,,1,1,6
13017,8/16/2021,70,69,9,4,
13020,8/16/2021,51,33,7,7,
13013,8/16/2021,80,61,26,18,
13014,8/16/2021,41,29,,4,
13252,8/16/2021,59,91,,,1
8767,8/17/2021,91,,,,
8688,8/17/2021,63,,,,
8641,8/17/2021,95,,6,0.1,5.1
13012,8/17/2021,19,14,4,4,16
12488,8/17/2021,,,,6,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/17/2021,,1,1,40,52
5507,8/17/2021,,,11,,
11778,8/15/2021,11,12,4,1,1
12958,8/17/2021,16,22,6,1,11
12957,8/17/2021,31,28,7,7,4
13015,4/27/2021,91,65,37,29,
13018,8/16/2021,16,10,9,1,
13019,8/16/2021,15,12,21,5,
13026,8/17/2021,23,19,6,2,
1584,8/17/2021,23,16,11,1,34
1585,8/17/2021,,,1,1,6
13017,8/16/2021,52,37,10,5,
13020,8/16/2021,27,18,12,7,
13013,8/16/2021,46,60,10,10,
13014,8/16/2021,19,13,,5,
13252,8/17/2021,46,70,1,,1
8767,8/18/2021,68,,,,
8688,8/17/2021,52,,,,
8641,8/18/2021,80,,7.8,0.1,5.6
13012,8/18/2021,32,24,5,4,16
12488,8/18/2021,,,,7,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/18/2021,,1,1,38,54
5507,8/18/2021,,,11,,
11778,8/18/2021,12,16,6,1,1
12958,8/18/2021,25,27,4,2,9
12957,8/18/2021,31,28,5,7,4
13015,4/27/2021,91,65,37,29,
13018,8/17/2021,11,8,10,3,
13019,8/17/2021,10,9,18,5,
13026,8/18/2021,27,19,7,2,
1584,8/18/2021,26,16,11,1,32
1585,8/18/2021,,,1,1,6
13017,8/17/2021,38,39,11,5,
13020,8/17/2021,10,8,10,5,
13013,8/17/2021,37,33,12,23,
13014,8/17/2021,11,9,,5,
13252,8/18/2021,41,70,1,,1
8767,8/19/2021,76,,,,
8688,8/17/2021,52,,,,
8641,8/19/2021,55,,6.4,0.1,5.1
13012,8/19/2021,14,12,3,2,15
12488,8/19/2021,,,,1,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/19/2021,,1,1,39,53
5507,8/19/2021,,,7,,
11778,8/19/2021,12,13,4,1,12
12958,8/19/2021,29,27,3,1,13
12957,8/19/2021,31,28,2,6,4
13015,4/27/2021,91,65,37,29,
13018,8/19/2021,19,13,6,2,
13019,8/19/2021,10,9,24,4,
13026,8/19/2021,20,29,9,2,
1584,8/19/2021,30,19,11,1,34
1585,8/19/2021,,,1,1,5
13017,8/19/2021,40,36,12,4,
13020,8/19/2021,10,8,8,4,
13013,8/19/2021,32,52,30,21,
13014,8/19/2021,13,11,,4,
13252,8/19/2021,45,88,1,,1
8767,8/21/2021,78,,,,
8688,8/17/2021,52,,,,
8641,8/21/2021,72,,5.5,0.1,4.6
13012,8/21/2021,17,13,3,2,16
12488,8/21/2021,,,,7,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/21/2021,,1,1,40,53
5507,8/21/2021,,,7,,
11778,8/21/2021,13,15,4,1,16
12958,8/21/2021,31,40,7,1,12
12957,8/20/2021,29,4,5,7,3.6
13015,4/27/2021,91,65,37,29,
13018,8/21/2021,42,31,10,1,
13019,8/21/2021,26,20,19,4,
13026,8/21/2021,50,45,10,2,
1584,8/21/2021,32,20,11,1,31
1585,8/20/2021,,,1,1,6
13017,8/21/2021,58,58,13,3,
13020,8/21/2021,40,27,13,3,
13013,8/21/2021,62,50,26,17,
13014,8/21/2021,35,25,,5,
13252,8/19/2021,64,103,1,,1
8767,8/23/2021,70,,,,
8688,8/17/2021,52,,,,
8641,8/23/2021,63,,2.8,0.1,4.6
13012,8/23/2021,8,10,5,3,16
12488,8/23/2021,,,,6,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/23/2021,2,1,3,39,3.2
5507,8/23/2021,,,8,,
11778,8/23/2021,15,14,4,1,18
12958,8/23/2021,48,53,8,1,12
12957,8/23/2021,,,3,7,5
13015,4/27/2021,91,65,37,29,
13018,8/23/2021,21,14,9,1,
13019,8/23/2021,22,19,14,3,
13026,8/23/2021,50,44,10,3,
1584,8/23/2021,29,20,11,1,31
1585,8/23/2021,,,1,1,6
13017,8/23/2021,45,52,7,3,
13020,8/23/2021,38,27,10,3,
13013,8/23/2021,59,58,18,7,
13014,8/23/2021,33,25,,5,
13252,8/19/2021,64,103,1,,1
8767,8/26/2021,65,,,,
8688,8/17/2021,52,,,,
8641,8/26/2021,42,,6.4,0.1,5.1
13012,8/26/2021,10,8,3,2,16
12488,8/26/2021,,,,7,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/26/2021,23,1,1,53,1.6
5507,8/26/2021,,,12,,
11778,8/26/2021,7,8,8,1,19
12958,8/26/2021,19,18,9,1,12
12957,8/26/2021,,,5,7,4
13015,4/27/2021,91,65,37,29,
13018,8/25/2021,19,14,14,2,
13019,8/25/2021,16,13,20,3,
13026,8/26/2021,35,29,7,1,
1584,8/26/2021,25,16,11,1,35
1585,8/26/2021,,,1,1,6
13017,8/25/2021,40,41,8,3,
13020,8/25/2021,22,17,9,3,
13013,8/25/2021,43,36,28,16,
13014,8/25/2021,24,17,,3,
13252,8/19/2021,64,103,1,,1
8767,8/27/2021,50,,,,
8688,8/17/2021,52,,,,
8641,8/27/2021,63,,10.1,0.1,5.6
13012,8/27/2021,14,13,3,2,16
12488,8/27/2021,,,,5,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/26/2021,23,1,1,43,1.7
5507,8/27/2021,,,10,,
11778,8/27/2021,13,16,8,1,19
12958,8/27/2021,38,32,7,1,11
12957,8/27/2021,,,5,7,4
13015,4/27/2021,91,65,37,29,
13018,8/25/2021,19,14,14,2,
13019,8/25/2021,16,13,20,3,
13026,8/26/2021,35,29,7,1,
1584,8/27/2021,32,18,11,1,36
1585,8/27/2021,,,1,1,6
13017,8/25/2021,40,41,8,3,
13020,8/25/2021,22,17,9,3,
13013,8/25/2021,43,36,28,16,
13014,8/25/2021,24,17,,3,
13252,8/19/2021,64,103,1,,1
8767,8/28/2021,57,,,,
8688,8/17/2021,52,,,,
8641,8/28/2021,46,,8.3,0.1,5.1
13012,8/28/2021,9,8,2,1,16
12488,8/28/2021,,,,6,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/28/2021,18,1,1,38,1.7
5507,8/28/2021,,,10,,
11778,8/28/2021,11,13,9,1,21
12958,8/28/2021,21,17,4,1,11
12957,8/28/2021,,,7,7,4
13015,4/27/2021,91,65,37,29,
13018,8/25/2021,19,14,14,2,
13019,8/25/2021,16,13,20,3,
13026,8/26/2021,35,29,7,1,
1584,8/28/2021,18,11,11,1,35
1585,8/28/2021,,,1,1,6
13017,8/25/2021,40,41,8,3,
13020,8/25/2021,22,17,9,3,
13013,8/25/2021,43,36,28,16,
13014,8/25/2021,24,17,,3,
13252,8/19/2021,64,103,1,,1
8767,8/31/2021,68,,,,
8688,8/17/2021,52,,,,
8641,8/31/2021,124,,9.2,0.1,5.1
13012,8/31/2021,26,18,4,2,16
12488,8/31/2021,,,,10,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,8/31/2021,2,1,3,45,1.9
5507,8/31/2021,,,10,,
11778,8/31/2021,21,25,11,2,24
12958,8/31/2021,79,53,8,2,12
12957,8/31/2021,,,11,7,4
13015,4/27/2021,91,65,37,29,
13018,8/30/2021,30,20,10,1,
13019,8/30/2021,24,18,19,4,
13026,8/31/2021,32,29,12,2,
1584,8/31/2021,29,20,11,1,34
1585,8/31/2021,,,1,1,6
13017,8/30/2021,40,53,9,4,
13020,8/30/2021,34,21,7,3,
13013,8/30/2021,53,60,24,15,
13014,8/30/2021,35,23,,5,
13252,8/19/2021,64,103,1,,1
8767,9/1/2021,25,,,,
8688,8/17/2021,52,,,,
8641,9/1/2021,127,,6.9,0.1,5.1
13012,9/1/2021,18,16,4,2,17
12488,9/1/2021,,,,8,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/1/2021,2,1,2,41,1.9
5507,9/1/2021,,,14,,
11778,9/1/2021,15,18,9,1,23
12958,9/1/2021,80,52,5,2,12
12957,9/1/2021,,,8,7,4
13015,4/27/2021,91,65,37,29,
13018,9/1/2021,59,47,13,1,
13019,9/1/2021,33,26,22,4,
13026,9/1/2021,35,37,10,2,
1584,9/1/2021,35,24,10,1,35
1585,9/1/2021,,,1,1,6
13017,9/1/2021,83,63,13,6,
13020,9/1/2021,49,33,15,3,
13013,9/1/2021,92,67,21,24,
13014,9/1/2021,58,41,,4,
13252,8/19/2021,64,103,1,,1
8767,9/4/2021,42,,,,
8688,8/17/2021,52,,,,
8641,9/4/2021,76,,3.2,0.1,4.6
13012,9/4/2021,4,4,2,1,15
12488,9/4/2021,,,,2,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/4/2021,2,1,3,38,1
5507,9/4/2021,,,6,,
11778,9/4/2021,9,9,4,1,23
12958,9/4/2021,35,34,5,1,3
12957,9/4/2021,,,1,5,4
13015,4/27/2021,91,65,37,29,
13018,9/4/2021,23,13,3,1,
13019,9/4/2021,22,16,24,3,
13026,9/4/2021,42,23,10,2,
1584,9/4/2021,16,14,11,1,36
1585,9/4/2021,,,1,1,6
13017,9/4/2021,63,51,14,4,
13020,9/4/2021,22,15,5,5,
13013,9/4/2021,62,53,11,8,
13014,9/4/2021,30,20,,4,
13252,8/19/2021,64,103,1,,1
8767,9/6/2021,34,,,,
8688,8/17/2021,52,,,,
8641,9/6/2021,82,,7.4,0.1,5.1
13012,9/6/2021,8,9,2,1,16
12488,9/6/2021,,,,8,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/6/2021,2,1,1,38,0.3
5507,9/6/2021,,,13,,
11778,9/6/2021,17,22,12,2,24
12958,9/6/2021,110,63,5,4,3
12957,9/6/2021,,,7,7,4
13015,4/27/2021,91,65,37,29,
13018,9/6/2021,40,29,7,1,
13019,9/6/2021,28,22,19,3,
13026,9/6/2021,48,34,8,2,
1584,9/6/2021,18,11,10,2,35
1585,9/6/2021,,,1,1,6
13017,9/6/2021,45,51,11,4,
13020,9/6/2021,49,31,9,3,
13013,9/6/2021,63,64,19,14,
13014,9/6/2021,37,28,,3,
13252,8/19/2021,64,103,1,,1
8767,9/8/2021,21,,,,
8688,8/17/2021,52,,,,
8641,9/8/2021,95,,7.4,0.1,5.6
13012,9/8/2021,13,14,6,3,17
12488,9/8/2021,,,,4,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/8/2021,2,1,1,47,0.1
5507,9/8/2021,,,11,,
11778,9/8/2021,10,12,5,1,20
12958,9/8/2021,45,37,3,2,4
12957,9/8/2021,,,6,5,4
13015,4/27/2021,91,65,37,29,
13018,9/8/2021,42,27,18,1,
13019,9/8/2021,39,28,25,5,
13026,9/8/2021,44,43,15,2,
1584,9/8/2021,21,14,11,2,36
1585,9/8/2021,,,1,1,6
13017,9/8/2021,64,62,9,7,
13020,9/8/2021,65,42,10,3,
13013,9/8/2021,63,52,31,18,
13014,9/8/2021,46,31,,5,
13252,8/19/2021,64,103,1,,1
8767,9/10/2021,38,,,,
8688,8/17/2021,52,,,,
8641,9/10/2021,65,,6.4,0.1,5.1
13012,9/10/2021,4,6,4,2,16
12488,9/10/2021,,,,9,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/10/2021,184,152,4,40,0.7
5507,9/10/2021,,,12,,
11778,9/10/2021,8,10,2,2,23
12958,9/10/2021,38,32,3,1,13
12957,9/10/2021,,,2,4,4
